name,neighborhood,avg_rating,#_of_ratings,avg_cost,avg_cost_2,cash_cards?,variable,value
S. Crepe,Sintra Centro,3.7,18,8 € for two people (approx.),8,Cash and Debit Cards accepted,cuisine4,Crepes
Esplanada de São Pedro,São Pedro do Estoril,4.0,265,25 € for two people (approx.),25,Cash only,cuisine4,Beverages
Coisas Caseiras,Ajuda,3.2,0,5 € for two people (approx.),5,Cash and Debit Cards accepted,cuisine4,Cafe
Pub Lisboeta,Príncipe Real,3.9,73,15 € for two people (approx.) with alcohol,15,Cash and Debit Cards accepted,cuisine4,Petiscos
Pastelaria Abrunhosa,Odivelas Centro,3.4,8,6 € for two people (approx.),6,Cash only,cuisine4,Portuguese
Soul Carioca,Parede,3.9,98,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,International
Con Gusto,Santos,-,1,20 € for two people (approx.),20,Cash only,cuisine4,Finger Food
Baluarte do Sado,Setubal Centro,2.8,30,40 € for two people (approx.),40,Cash and Cards accepted,cuisine4,Grill
Paris Gourmet,Oeiras e São Julião da Barra,3.1,4,12 € for two people (approx.),12,Cash and Cards accepted,cuisine4,Finger Food
Taverna dos Trovadores,Sintra Centro,4.0,159,35 € for two people (approx.),35,Cash and Cards accepted,cuisine4,Petiscos
Tasquissima,Carnide,3.8,63,15 € for two people (approx.),15,Cash only,cuisine4,Portuguese
Maluaga VIP,Belas,4.0,134,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine4,Fondue
Santa Clara Mix Caffé,Graça,-,3,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Juices
Trigo D'Aldeia,Campo de Ourique,3.7,61,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine4,Portuguese
Mother Burger,Saldanha,4.0,51,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Healthy Food
Central do Vouga,Buraca,-,3,15 € for two people (approx.),15,Cash only,cuisine4,Snack Bar
Lília,Pontinha,-,0,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine4,Cafe
Favo de Mel,Marquês de Pombal,3.5,34,16 € for two people (approx.),16,Cash and Cards accepted,cuisine4,Finger Food
Estrela Poço dos Mouros,Penha de França,3.1,2,20 € for two people (approx.),20,Cash only,cuisine4,Snack Bar
Sente,Loures Centro,3.9,284,15 € for two people (approx.),15,Cash and Cards accepted,cuisine4,Crepes
Zéluna,Santa Apolónia,3.6,28,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Cafe
O Salgadinho,Moscavide,3.1,3,10 € for two people (approx.),10,Cash only,cuisine4,Snack Bar
Café do Zé,Cacém,3.0,2,12 € for two people (approx.),12,Cash only,cuisine4,Snack Bar
O Fatela,Odivelas Centro,-,2,14 € for two people (approx.),14,Cash and Debit Cards accepted,cuisine4,Cafe
Perfeito Sabor,São Domingos de Rana,-,2,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine4,Tea
Alameda Lisboa Pizzaria,Arroios,3.8,31,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Italian
Wang Chao,São Sebastião,3.6,22,25 € for two people (approx.),25,Cash only,cuisine4,Sushi
SO Coffee Roasters,Chiado,3.5,4,10 € for two people (approx.),10,Cash and Cards accepted,cuisine4,Beverages
Bar Caravela - SANA Sesimbra Hotel,Sesimbra Centro,3.4,5,25 € for two people (approx.) with alcohol,25,Cash and Debit Cards accepted,cuisine4,Desserts
Pizza Napolitana,Sesimbra Centro,3.7,48,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Finger Food
Snack Bar Lousanense,São Domingos de Rana,3.4,4,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine4,Snack Bar
Cantinho dos Prazeres,Campo Pequeno,3.1,4,8 € for two people (approx.),8,Cash and Debit Cards accepted,cuisine4,Snack Bar
Basílica,Mafra Centro,3.9,51,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Portuguese
"Sul - Restaurante, Bar e Esplanada",Ericeira,4.1,102,60 € for two people (approx.),60,Cash and Cards accepted,cuisine4,Fresh Fish
Saara Lounge - Garrafeira,Bairro Alto,-,2,20 € for two people (approx.) with alcohol,20,Cash only,cuisine4,Finger Food
Mar da Charneca,Charneca de Caparica,3.6,17,15 € for two people (approx.),15,Cash only,cuisine4,Portuguese
Tasca da Boa Viagem,Ericeira,4.1,89,40 € for two people (approx.),40,Cash and Cards accepted,cuisine4,Grill
Wok Setúbal,Setubal Centro,3.6,30,25 € for two people (approx.),25,Cash only,cuisine4,Portuguese
O Padeiro,Praça de Espanha,3.9,332,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine4,Finger Food
O Vício,Benfica,-,2,12 € for two people (approx.),12,Cash only,cuisine4,Petiscos
Temperar'T Restaurante & Lounge,Setubal Centro,3.3,10,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine4,Portuguese
Casa da Praia,Costa da Caparica,3.2,16,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Beverages
Gift Lisboa,Oeiras e São Julião da Barra,3.5,5,16 € for two people (approx.),16,Cash and Debit Cards accepted,cuisine4,Finger Food
Zeno - Pizza & Picanha,Carcavelos,3.9,56,20 € for two people (approx.),20,Cards only,cuisine4,Grill
Snooker Club Lisboa,Avenida da Liberdade,3.9,88,20 € for two people (approx.) with alcohol,20,Cash and Cards accepted,cuisine4,Portuguese
Letras e Talheres,Laranjeiro,3.4,5,15 € for two people (approx.) with alcohol,15,Cash and Debit Cards accepted,cuisine4,Portuguese
Há Café no Alfarrabista,Sé,3.8,76,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine4,Bakery
Café Athenas,Anjos,3.1,1,15 € for two people (approx.),15,Debit Cards accepted,cuisine4,Cafe
Encanto,Almada Centro,4.1,174,40 € for two people (approx.),40,Cash and Cards accepted,cuisine4,International
Sabores com Paixão,Areeiro,3.2,4,8 € for two people (approx.),8,Cash only,cuisine4,Desserts
Café & Kebab Mannat,Loures Centro,-,0,15 € for two people (approx.),15,Cash only,cuisine4,Indian
Carvão De Sobro,Sacavém,3.7,49,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Finger Food
Vivará,Bobadela,3.9,74,25 € for two people (approx.),25,Cards only,cuisine4,Seafood
Food4u,Telheiras,3.5,11,10 € for two people (approx.),10,Cash only,cuisine4,Finger Food
Villa Rio,Alverca do Ribatejo,3.4,13,20 € for two people (approx.) with alcohol,20,Cash and Debit Cards accepted,cuisine4,Portuguese
O Navio,Santa Cruz,4.0,156,35 € for two people (approx.),35,Cash and Cards accepted,cuisine4,Beverages
La Bombonera,Charneca de Caparica,4.1,126,14 € for two people (approx.),14,Cash and Cards accepted,cuisine4,Tea
Cachupa da Tia Alice,São Domingos de Benfica,3.9,66,20 € for two people (approx.),20,Cash only,cuisine4,African
Carcassone,Alvalade,3.9,100,10 € for two people (approx.),10,Cash and Cards accepted,cuisine4,Desserts
Alfa 2,Aldeia do Meco,3.8,44,35 € for two people (approx.),35,Cash and Cards accepted,cuisine4,Cafe
T-Space,Castanheira do Ribatejo,3.5,7,8 € for two people (approx.),8,Cash only,cuisine4,Tea
Taberna do Chicha,Odivelas Centro,3.7,18,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine4,Tapas
O Xico - Restaurante & Marisqueira,Paço de Arcos,3.9,144,35 € for two people (approx.),35,Cash and Cards accepted,cuisine4,Finger Food
O Lutador,Alcântara,3.9,91,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,Finger Food
O Mercado,Costa da Caparica,4.3,189,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,International
Casa Brasileira,Baixa,2.7,83,10 € for two people (approx.),10,Cash and Cards accepted,cuisine4,Portuguese
Grão d'Areia,Costa da Caparica,3.8,83,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Beverages
Sabores da Alma,Sesimbra Centro,3.4,5,8 € for two people (approx.),8,Cash only,cuisine4,Desserts
Padeirinha da Serra,São Brás,2.9,14,6 € for two people (approx.),6,Cash and Cards accepted,cuisine4,Portuguese
Marcelino Pão e Vinho,Graça,3.6,18,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,Tapas
Bliss Coffee Bar,Parque das Nações,3.9,269,15 € for two people (approx.),15,Cash and Cards accepted,cuisine4,Crepes
Jesus é Goês,Avenida da Liberdade,4.3,343,40 € for two people (approx.),40,Cash only,cuisine4,Fusion
Me and You,Parque das Nações,3.8,545,20 € for two people (approx.),20,Cash only,cuisine4,Beverages
Le Café,Rato,3.4,30,18 € for two people (approx.),18,Cash and Debit Cards accepted,cuisine4,Petiscos
Seen,Avenida da Liberdade,4.5,371,100 € for two people (approx.),100,Cash and Cards accepted,cuisine4,Beverages
Palácio do Kebab,Santos,3.5,17,10 € for two people (approx.),10,Cash only,cuisine4,Portuguese
Verde Mar,Lumiar,3.9,79,35 € for two people (approx.),35,Cash and Cards accepted,cuisine4,Petiscos
Metro e Meio,Campo Pequeno,4.0,100,20 € for two people (approx.) with alcohol,20,Cash and Cards accepted,cuisine4,Petiscos
O Forno,Buraca,-,1,8 € for two people (approx.),8,Cash only,cuisine4,Snack Bar
Penta Café,Baixa,4.3,786,20 € for two people (approx.),20,Cash only,cuisine4,Desserts
O Correia,São João do Estoril,3.5,8,15 € for two people (approx.),15,Cash only,cuisine4,Cafe
Café do Forte,Belém,3.7,65,15 € for two people (approx.),15,Cash only,cuisine4,Healthy Food
Taberna Moderna,Sé,4.4,507,60 € for two people (approx.),60,Cash and Cards accepted,cuisine4,Petiscos
BANANACAFE - Posto 1,Avenida da Liberdade,3.8,228,14 € for two people (approx.),14,Cash and Cards accepted,cuisine4,Juices
Bubbles and Bites,Cascais Centro,3.8,23,30 € for two people (approx.) with alcohol,30,Cash only,cuisine4,Petiscos
Pudim do Papai,Alcântara,3.4,6,18 € for two people (approx.),18,Cash only,cuisine4,Brazilian
Bar Mar,Arrábida,3.6,32,50 € for two people (approx.),50,Cash and Cards accepted,cuisine4,Petiscos
Magnolia,Graça,3.9,19,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine4,Oriental
Borges,Paço de Arcos,4.0,90,50 € for two people (approx.),50,Cash and Cards accepted,cuisine4,Grill
Brisa do Tejo,Olivais,3.6,10,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Snack Bar
Snack Bar Taga,Campo Pequeno,3.1,9,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Snack Bar
Porta 14,Ericeira,3.6,13,12 € for two people (approx.),12,Cash only,cuisine4,Tapas
Food Moments,São Domingos de Benfica,3.6,48,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine4,Portuguese
A Padeira,Alcântara,3.5,20,16 € for two people (approx.),16,Cards only,cuisine4,Portuguese
Pé de Café,Venda Nova,-,3,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine4,Petiscos
Paul,Baixa,3.8,125,8 € for two people (approx.),8,Cash and Cards accepted,cuisine4,Finger Food
N9VE Cafetaria,Campo Grande,3.7,15,12 € for two people (approx.),12,Cash only,cuisine4,Finger Food
O Padeiro Sintra,Mem Martins,3.9,107,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine4,Finger Food
Coffice - The Office Break,São Domingos de Benfica,3.6,12,10 € for two people (approx.),10,Cash and Debit Cards accepted,cuisine4,Portuguese
Kaffeehaus,Chiado,4.4,"1,479",30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Finger Food
Restaurante Clube Tap,Olivais,3.7,89,35 € for two people (approx.),35,Cards only,cuisine4,Petiscos
Carvão Ryōri,Setubal Centro,3.5,6,25 € for two people (approx.),25,Cash only,cuisine4,Sushi
Cantinho dos Petiscos,Setubal Centro,2.4,38,30 € for two people (approx.),30,Cash only,cuisine4,Fresh Fish
Viana,Campo de Ourique,3.1,3,10 € for two people (approx.),10,Cash only,cuisine4,Portuguese
Guadalupe,Alfama,3.4,9,10 € for two people (approx.),10,Cash only,cuisine4,Snack Bar
Paraíso Beach Club,Costa da Caparica,3.8,66,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Portuguese
O Canhão 2,Sesimbra Centro,2.8,52,50 € for two people (approx.),50,Cash and Cards accepted,cuisine4,Grill
Casa Independente,Mouraria,4.2,560,25 € for two people (approx.) with alcohol,25,Cash only,cuisine4,Tapas
Restaurante Benfikista,Cascais Centro,3.3,22,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine4,Finger Food
Quintal das Docas,Alcântara,3.7,23,40 € for two people (approx.),40,Cash and Cards accepted,cuisine4,BBQ
Soya Noodle Bar,Cascais Centro,3.7,19,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine4,Thai
Brooklyn,Avenida da Liberdade,3.9,95,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Cafe
Pastelaria A Quinta,Alfragide,3.1,2,15 € for two people (approx.),15,Cash only,cuisine4,Snack Bar
Granos Espaço Vegetariano,Campo de Ourique,3.7,13,15 € for two people (approx.),15,Cash only,cuisine4,Vegan
Grande Escolha,Turcifal,3.6,9,70 € for two people (approx.),70,Cash and Cards accepted,cuisine4,Portuguese
Búzios Good Times,Santa Cruz,3.3,5,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine4,Beverages
A Chaleira,Carcavelos,3.9,194,15 € for two people (approx.),15,Cash only,cuisine4,Tea
Restaurante Tradicional O João,Sesimbra Centro,3.0,11,30 € for two people (approx.),30,Cash only,cuisine4,Grill
O Bagatela,Cascais Centro,3.3,7,16 € for two people (approx.),16,Cash and Cards accepted,cuisine4,Portuguese
Bugio Terrace,São Domingos de Rana,4.0,338,20 € for two people (approx.) with alcohol,20,Cash and Debit Cards accepted,cuisine4,Snack Bar
Letras Bar,Campo Grande,-,3,8 € for two people (approx.),8,Cash only,cuisine4,Desserts
Floresta,Damaia,3.3,1,18 € for two people (approx.),18,Cash only,cuisine4,Petiscos
Mar Até Cá - Casa de Chá,Cajados,4.4,165,15 € for two people (approx.),15,Cash and Cards accepted,cuisine4,Tapas
Arco da Velha,Cais do Sodré,4.3,154,12 € for two people (approx.),12,Cash only,cuisine4,Tea
Florida do Areeiro,Areeiro,3.5,33,13 € for two people (approx.),13,Cash and Cards accepted,cuisine4,Finger Food
Brindar 37,Corroios,3.5,8,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,Tapas
Huni,São Domingos de Benfica,3.0,1,12 € for two people (approx.),12,Cash only,cuisine4,Cafe
Vertigo,Chiado,2.9,10,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Vegetarian
Pier 94,São Marcos,3.9,50,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Finger Food
Legumi Sushi Vegan,Graça,3.9,95,40 € for two people (approx.),40,Cash only,cuisine4,Japanese
Palmeira,Rio de Mouro,3.1,3,15 € for two people (approx.),15,Cash only,cuisine4,Finger Food
Cervetoria Craft Beer Pub,Arroios,4.1,247,12 € for two people (approx.) with alcohol,12,Cash and Debit Cards accepted,cuisine4,Tapas
Pau de Canela,Cascais Centro,3.6,22,15 € for two people (approx.),15,Cash and Cards accepted,cuisine4,Beverages
Sirijana,Parque das Nações,3.8,58,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine4,Nepalese
O Marreta,Costa da Caparica,3.5,18,30 € for two people (approx.),30,Cash only,cuisine4,Grill
Pastelaria Florença,Reboleira,3.2,16,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine4,Bakery
Wood'in,Massamá,4.0,130,15 € for two people (approx.) with alcohol,15,Cash and Debit Cards accepted,cuisine4,Tapas
Fragoleto,Baixa,4.2,244,11 € for two people (approx.),11,Cash and Debit Cards accepted,cuisine4,Juices
MadMary Cuisine,Avenida da Liberdade,4.1,232,50 € for two people (approx.),50,Cash and Debit Cards accepted,cuisine4,Tea
João de Barros 88 Restaurante & Lounge,Mem Martins,3.9,106,40 € for two people (approx.),40,Cash and Cards accepted,cuisine4,Fusion
A Minha Cozinha,Campo de Ourique,4.3,577,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Tea
Tamoyo,São Domingos de Benfica,3.7,31,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine4,Desserts
Sabores de Sintra,Sintra Centro,3.8,66,24 € for two people (approx.),24,Cash and Cards accepted,cuisine4,Tea
Os Casacas,Damaia,3.3,4,10 € for two people (approx.),10,Cash only,cuisine4,Snack Bar
O Cantinho da Amizade,Santa Iria da Azóia,-,0,8 € for two people (approx.),8,Cash only,cuisine4,Snack Bar
Casinha Boutique Café,Chiado,4.0,447,12 € for two people (approx.),12,Cash and Cards accepted,cuisine4,Desserts
Bar Pirata - Vila Galé Ericeira,Ericeira,-,2,30 € for two people (approx.) with alcohol,30,Cash and Cards accepted,cuisine4,Pizza
Oficina do Duque,Chiado,4.1,146,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Portuguese
À Nossa Mesa,Alcabideche,3.8,48,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine4,Alentejana
BOM BOM Sweetery,Parede,4.2,213,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine4,Portuguese
Tudo.come,Venda Nova,3.4,5,25 € for two people (approx.),25,Cash only,cuisine4,Cafe
Pinga Amor,São Sebastião,3.9,49,25 € for two people (approx.),25,Debit Cards accepted,cuisine4,Portuguese
Pirâmide,Mem Martins,3.4,5,16 € for two people (approx.),16,Cash and Debit Cards accepted,cuisine4,Grill
Gelato Artigianale by Capricciosa,Carcavelos,3.9,62,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine4,Crepes
Café São José,Carcavelos,3.2,0,15 € for two people (approx.),15,Cash only,cuisine4,Snack Bar
Adamastor,Parede,2.9,10,20 € for two people (approx.) with alcohol,20,Cash and Debit Cards accepted,cuisine4,Beverages
Cozinha de Bairro,Restelo,3.8,60,24 € for two people (approx.),24,Cash only,cuisine4,Cafe
O Prego,Graça,3.9,113,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Tapas
La Crêperie das Amoreiras,Amoreiras,3.6,120,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Crepes
Paparoca Saloia,São João do Estoril,3.8,38,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Grill
Noah Beach House,Santa Cruz,4.3,302,50 € for two people (approx.),50,Cash and Cards accepted,cuisine4,Cafe
Quinta do Alto,Caxias,3.3,8,15 € for two people (approx.),15,Cash only,cuisine4,Desserts
Doce Margarida,Santo António dos Cavaleiros,3.9,86,6 € for two people (approx.),6,Cash and Cards accepted,cuisine4,Portuguese
Manjerico Alegre,Alfama,3.7,20,40 € for two people (approx.),40,Cash and Cards accepted,cuisine4,Desserts
Da Beppi,Lumiar,3.9,150,32 € for two people (approx.),32,Cash only,cuisine4,Ice Cream
Kintandinha,Paço de Arcos,-,2,12 € for two people (approx.),12,Cash only,cuisine4,Petiscos
Magalhães,Venda Nova,3.6,15,33 € for two people (approx.),33,Cash and Debit Cards accepted,cuisine4,Cafe
Moinho D. Quixote,Colares,4.3,"1,179",30 € for two people (approx.),30,Cash only,cuisine4,Crepes
Dona Tília,Campolide,4.3,250,20 € for two people (approx.),20,Cash only,cuisine4,Burger
Boteco Dona Luzia,Saldanha,4.1,105,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Beverages
MiraMonte Guest House,Pero Pinheiro,3.3,5,40 € for two people (approx.),40,Cash and Debit Cards accepted,cuisine4,Petiscos
Tivoli Café Terrace - Tivoli Oriente,Parque das Nações,3.6,17,25 € for two people (approx.) with alcohol,25,Cash and Cards accepted,cuisine4,Juices
Pérola do Tojal,Cacém,3.1,1,8 € for two people (approx.),8,Cash and Debit Cards accepted,cuisine4,Snack Bar
Clube Keil,Ajuda,-,2,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine4,Healthy Food
Água no Bico,São Bento,4.2,253,35 € for two people (approx.),35,Cash and Debit Cards accepted,cuisine4,Finger Food
Os Miguéis,Santo António dos Cavaleiros,-,1,6 € for two people (approx.),6,Cash only,cuisine4,Angolan
Donana,Arroios,-,0,10 € for two people (approx.),10,Cash and Debit Cards accepted,cuisine4,Finger Food
Tjela,Restelo,4.1,50,20 € for two people (approx.),20,Cash and Credit Cards accepted,cuisine4,Chinese
São Gabriel,Restelo,3.0,5,25 € for two people (approx.),25,"Cash, Cards and Meal Coupons accepted",cuisine4,Finger Food
Granier,Campo Pequeno,3.7,125,10 € for two people (approx.),10,Cash and Debit Cards accepted,cuisine4,Healthy Food
Rendall's Place,Praça de Espanha,3.8,25,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Japanese
Chef Nino,Alcântara,4.1,427,17 € for two people (approx.),17,Cash and Debit Cards accepted,cuisine4,Mediterranean
Restaurante Mumu,Almargem do Bispo,-,0,25 € for two people (approx.),25,Cash only,cuisine4,Italian
Pau de Canela,Alvalade,4.3,229,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine4,Portuguese
Super Chefe,Saldanha,2.5,193,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Crepes
Delícia do Pendão,Queluz,-,2,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine4,Desserts
Mr. Papas,Campo Grande,4.0,101,22 € for two people (approx.),22,Cash and Cards accepted,cuisine4,Italian
Villa Cruz,Algés,4.2,140,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine4,Finger Food
Casa de Pasto O Grilo,Montijo Centro,-,1,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine4,Portuguese
Café do Bairro,Sobreda,-,2,6 € for two people (approx.),6,Cash only,cuisine4,Grill
Bronzear Beach Bar & Restaurant,Santa Cruz,4.0,79,20 € for two people (approx.) with alcohol,20,Cash and Cards accepted,cuisine4,Petiscos
Sabores com Amor,Odivelas Centro,-,0,11 € for two people (approx.),11,Cash only,cuisine4,Italian
Pour Toi,Venda Nova,3.0,5,30 € for two people (approx.) with alcohol,30,Cash and Cards accepted,cuisine4,Burger
Cantinho Doce,Ajuda,3.2,3,5 € for two people (approx.),5,Cash and Debit Cards accepted,cuisine4,Snack Bar
Glass Terrace,Guincho,3.9,38,50 € for two people (approx.),50,Cash and Cards accepted,cuisine4,Crepes
Bowls&Bar,São Bento,4.1,211,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine4,Cafe
Cervejaria BBQ Fish & Steakhouse,Loures Centro,4.1,169,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Seafood
AHOY,Costa da Caparica,4.3,122,18 € for two people (approx.),18,Cash only,cuisine4,Healthy Food
Flórida,Setubal Centro,3.8,34,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Fresh Fish
Everiday,Parque das Nações,3.2,42,14 € for two people (approx.),14,Cash and Cards accepted,cuisine4,Desserts
Poente Lounge,Colares,3.7,19,20 € for two people (approx.) with alcohol,20,Cash and Cards accepted,cuisine4,Petiscos
O Rodinhas,Sesimbra Centro,4.4,333,35 € for two people (approx.),35,Cash only,cuisine4,Grill
Montanhês,Arroios,-,2,20 € for two people (approx.),20,Cash only,cuisine4,Petiscos
Food Guru,Telheiras,3.9,60,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Vegetarian
Doçaria Portugal,Marquês de Pombal,3.8,22,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Desserts
Cantina dos Sabores,Montijo Centro,3.8,22,11 € for two people (approx.),11,Cash only,cuisine4,Juices
NACO Churrascaria Moderna,Carcavelos,4.1,136,27 € for two people (approx.),27,Cash and Debit Cards accepted,cuisine4,Portuguese
X'ama Alta,Campo Grande,2.8,17,15 € for two people (approx.),15,Cash and Cards accepted,cuisine4,Finger Food
Regiões,São Marcos,2.3,197,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Sushi
Dreams Café,Telheiras,3.7,17,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Portuguese
Alecrim aos Molhos - Biocafetaria,Campo Grande,4.0,96,20 € for two people (approx.),20,Cash only,cuisine4,Tea
Shisha Tea Food,Odivelas Centro,3.7,119,15 € for two people (approx.),15,Cash only,cuisine4,Tea
Volapié Tapas y Copas,Campo Pequeno,2.8,92,35 € for two people (approx.),35,Cash and Cards accepted,cuisine4,Salad
Basílio Lisboa,Sé,4.5,449,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Finger Food
Beija-me,Mafra Centro,-,1,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,Beverages
Andorinhas,Ajuda,4.0,91,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,BBQ
Square Café,Amoreiras,2.9,8,6 € for two people (approx.),6,Cash and Cards accepted,cuisine4,Healthy Food
The Food for Real Entrecampos,Entrecampos,3.4,6,14 € for two people (approx.),14,Cash and Debit Cards accepted,cuisine4,Healthy Food
28 Café,Castelo,3.9,90,18 € for two people (approx.),18,Cash and Cards accepted,cuisine4,Portuguese
Espumantaria do Cais,Cais do Sodré,4.0,210,30 € for two people (approx.) with alcohol,30,Cash and Cards accepted,cuisine4,Finger Food
Café Os Frangueiros,Pena,3.0,1,10 € for two people (approx.),10,Cash only,cuisine4,Snack Bar
Pastelaria Milu,Campo Pequeno,3.8,33,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Finger Food
Finger Food Iranian Restaurant,Penha de França,3.4,6,16 € for two people (approx.),16,Cash and Debit Cards accepted,cuisine4,Burger
A Merendinha,Areeiro,3.1,2,14 € for two people (approx.),14,Cash only,cuisine4,Snack Bar
Ribas Marisqueira,Ericeira,4.2,52,60 € for two people (approx.),60,Cash and Debit Cards accepted,cuisine4,Author
Doces & Petiscos,Campo de Ourique,3.7,26,16 € for two people (approx.),16,Cash and Cards accepted,cuisine4,Cafe
Shisha Tea Food,Príncipe Real,3.5,14,15 € for two people (approx.),15,Cash and Cards accepted,cuisine4,Tea
Sólarika,Carcavelos,3.4,11,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Petiscos
Bicho d'Água,Costa da Caparica,3.7,78,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Beverages
Mestre Doce,Parque das Nações,3.3,32,22 € for two people (approx.),22,Cash and Cards accepted,cuisine4,Snack Bar
Marcelino Beach Club,Costa da Caparica,4.1,149,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Vegan
Siripipi,Carcavelos,3.6,17,8 € for two people (approx.),8,Cash only,cuisine4,Snack Bar
Pança Xeia ,Cacém,-,0,12 € for two people (approx.),12,Cash only,cuisine4,Bakery
Lisbon Café - Shisha Bar,Campo de Ourique,3.5,19,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Beverages
Mineirinha da Vila,Moita Centro,-,1,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine4,Brazilian
Restaurante - Hotel ibis Lisboa Sintra,Abrunheira,-,1,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,Desserts
Padaria Emporio,Parque das Nações,3.5,8,6 € for two people (approx.),6,Cash only,cuisine4,Brazilian
Maria Limão,Graça,4.3,264,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine4,Desserts
Sente,Odivelas Centro,3.9,397,15 € for two people (approx.) with alcohol,15,Cash and Debit Cards accepted,cuisine4,Crepes
Guinzé - Burger & Pizza,Cascais Centro,-,3,25 € for two people (approx.),25,Cash only,cuisine4,Pizza
Kasavelha,Damaia,-,2,12 € for two people (approx.),12,Cash only,cuisine4,Snack Bar
Manjar da Serra,Pontinha,3.0,1,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine4,Portuguese
Galaxy kebab and pizza house,Brandoa,-,1,16 € for two people (approx.),16,Cash only,cuisine4,Italian
